Date,City,Country,% Change In Waze Driven Miles/KMs
"May 26, 2020",Birmingham,United Kingdom,-0.55
"May 26, 2020",Cincinnati,United States,-0.54
"May 26, 2020",Rome,Italy,-0.54
"May 26, 2020",Florianopolis,Brazil,-0.54
"May 26, 2020",Rotterdam,Netherlands,-0.54
"May 26, 2020",Amsterdam,Netherlands,-0.53
"May 26, 2020",Antwerp,Belgium,-0.53
"May 26, 2020",Toronto,Canada,-0.53
"May 26, 2020",Milan,Italy,-0.53
"May 26, 2020",Mississauga,Canada,-0.53
"May 26, 2020",Seattle,United States,-0.53
"May 26, 2020",Portland,United States,-0.52
"May 26, 2020",Los Angeles,United States,-0.52
"May 26, 2020",Singapore,Singapore,-0.51
"May 26, 2020",Santiago De Queretaro,Mexico,-0.51
"May 26, 2020",Orlando,United States,-0.51
"May 26, 2020",Tampa,United States,-0.5
"May 26, 2020",Ottawa,Canada,-0.5
"May 26, 2020",San Jose,United States,-0.49
"May 26, 2020",Montreal,Canada,-0.49
"May 26, 2020",Washington,United States,-0.49
"May 26, 2020",Austin,United States,-0.49
"May 26, 2020",Guadalajara,Mexico,-0.49
"May 26, 2020",San Francisco,United States,-0.48
"May 26, 2020",Warsaw,Poland,-0.48
"May 26, 2020",Fortaleza,Brazil,-0.48
"May 26, 2020",Cambridge,United States,-0.48
"May 26, 2020",Detroit,United States,-0.47
"May 26, 2020",San Diego,United States,-0.46
"May 26, 2020",Fort Lauderdale,United States,-0.46
"May 26, 2020",San Antonio,United States,-0.45
"May 26, 2020",Pittsburgh,United States,-0.45
"May 26, 2020",Brussels,Belgium,-0.45
"May 26, 2020",Houston,United States,-0.45
"May 26, 2020",Guarulhos,Brazil,-0.45
"May 26, 2020",Vaughan,Canada,-0.45
"May 26, 2020",Miami Beach,United States,-0.44
"May 26, 2020",Quebec City,Canada,-0.44
"May 26, 2020",Bristol,United Kingdom,-0.44
"May 26, 2020",San Jose,Costa Rica,-0.44
"May 26, 2020",Belo Horizonte,Brazil,-0.43
"May 26, 2020",Sao Paulo,Brazil,-0.43
"May 26, 2020",South Tangerang,Indonesia,-0.43
"May 26, 2020",Dallas,United States,-0.42
"May 26, 2020",Puchong,Malaysia,-0.42
"May 26, 2020",Melbourne,Australia,-0.42
"May 26, 2020",Sydney,Australia,-0.42
"May 26, 2020",Bekasi,Indonesia,-0.41
"May 26, 2020",Lille,France,-0.41
"May 26, 2020",Toulouse,France,-0.41
"May 26, 2020",Chicago,United States,-0.4
"May 26, 2020",Ghent,Belgium,-0.39
"May 26, 2020",New Orleans,United States,-0.39
"May 26, 2020",Montevideo,Uruguay,-0.39
"May 26, 2020",Porto Alegre,Brazil,-0.38
"May 26, 2020",Phoenix,United States,-0.38
"May 26, 2020",Atlanta,United States,-0.38
"May 26, 2020",Calgary,Canada,-0.38
"May 26, 2020",Nashville,United States,-0.37
"May 26, 2020",Sacramento,United States,-0.37
"May 26, 2020",Baltimore,United States,-0.37
"May 26, 2020",London,United Kingdom,-0.36
"May 26, 2020",Philadelphia,United States,-0.36
"May 26, 2020",Bratislava,Slovakia,-0.35
"May 26, 2020",Kaunas,Lithuania,-0.33
"May 26, 2020",Jersey City,United States,-0.33
"May 26, 2020",New York,United States,-0.33
"May 26, 2020",Hamilton,Canada,-0.33
"May 26, 2020",Charlotte,United States,-0.32
"May 26, 2020",Curitiba,Brazil,-0.3
"May 26, 2020",Lyon,France,-0.3
"May 26, 2020",Marseille,France,-0.28
"May 26, 2020",Budapest,Hungary,-0.26
"May 26, 2020",Oakland,United States,-0.26
"May 26, 2020",Raleigh,United States,-0.25
"May 26, 2020",Bucharest,Romania,-0.25
"May 26, 2020",Bordeaux,France,-0.24
"May 26, 2020",Minneapolis,United States,-0.23
"May 26, 2020",Gold Coast,Australia,-0.23
"May 26, 2020",Paris,France,-0.22
"May 26, 2020",Fort Worth,United States,-0.21
"May 26, 2020",Jerusalem,Israel,-0.17
"May 26, 2020",Vilnius,Lithuania,-0.16
"May 26, 2020",Petah Tikva,Israel,-0.15
"May 26, 2020",Brisbane,Australia,-0.12
"May 26, 2020",Brno,Czechia,-0.12
"May 26, 2020",Stockholm,Sweden,-0.09
"May 26, 2020",Prague,Czechia,-0.08
"May 26, 2020",Ramat Gan,Israel,-0.07
"May 26, 2020",Tel Aviv-Yafo,Israel,-0.06
"May 26, 2020",Be'er Sheva,Israel,-0.04
"May 26, 2020",Riga,Latvia,-0.03
"May 26, 2020",Rishon Letsiyon,Israel,-0.02
"May 26, 2020",Haifa,Israel,-0.02
"May 26, 2020",Kyiv,Ukraine,0.08
"May 26, 2020",Perth,Australia,0.08
"May 25, 2020",Cali,Colombia,-0.89
"May 25, 2020",Makati,Philippines,-0.87
"May 25, 2020",Ipoh,Malaysia,-0.86
"May 25, 2020",Las Condes,Chile,-0.83
"May 25, 2020",Miami Beach,United States,-0.83
"May 25, 2020",Medellin,Colombia,-0.82
"May 25, 2020",Liverpool,United Kingdom,-0.81
"May 25, 2020",Rotterdam,Netherlands,-0.81
"May 25, 2020",Buenos Aires,Argentina,-0.81
"May 25, 2020",Bogota,Colombia,-0.8
"May 25, 2020",Quezon City,Philippines,-0.75
"May 25, 2020",Manila,Philippines,-0.74
"May 25, 2020",Lima,Peru,-0.74
"May 25, 2020",Cambridge,United States,-0.73
"May 25, 2020",Krakow,Poland,-0.72
"May 25, 2020",Cape Town,South Africa,-0.71
"May 25, 2020",Quito,Ecuador,-0.71
"May 25, 2020",Barcelona,Spain,-0.71
"May 25, 2020",Jakarta,Indonesia,-0.68
"May 25, 2020",Brasilia,Brazil,-0.67
"May 25, 2020",Santiago,Chile,-0.66
"May 25, 2020",Singapore,Singapore,-0.66
"May 25, 2020",Mexico City,Mexico,-0.66
"May 25, 2020",Irvine,United States,-0.65
"May 25, 2020",Bristol,United Kingdom,-0.64
"May 25, 2020",Kuala Lumpur,Malaysia,-0.64
"May 25, 2020",Tampa,United States,-0.63
"May 25, 2020",Lisbon,Portugal,-0.63
"May 25, 2020",Madrid,Spain,-0.62
"May 25, 2020",Johor Bahru,Malaysia,-0.62
"May 25, 2020",South Tangerang,Indonesia,-0.62
"May 25, 2020",San Diego,United States,-0.62
"May 25, 2020",Recife,Brazil,-0.61
"May 25, 2020",Fort Lauderdale,United States,-0.61
"May 25, 2020",Shah Alam,Malaysia,-0.61
"May 25, 2020",Miami,United States,-0.6
"May 25, 2020",Florianopolis,Brazil,-0.6
"May 25, 2020",Doha,Qatar,-0.6
"May 25, 2020",Maipu,Chile,-0.59
"May 25, 2020",Manchester,United Kingdom,-0.59
"May 25, 2020",Salvador,Brazil,-0.59
"May 25, 2020",Monterrey,Mexico,-0.58
"May 25, 2020",Los Angeles,United States,-0.57
"May 25, 2020",Austin,United States,-0.57
"May 25, 2020",Orlando,United States,-0.55
"May 25, 2020",San Jose,United States,-0.55
"May 25, 2020",Boston,United States,-0.55
"May 25, 2020",Guadalajara,Mexico,-0.55
"May 25, 2020",Vitoria,Brazil,-0.55
"May 25, 2020",Detroit,United States,-0.54
"May 25, 2020",Zapopan,Mexico,-0.54
"May 25, 2020",Rome,Italy,-0.54
"May 25, 2020",San Francisco,United States,-0.54
"May 25, 2020",Santiago De Queretaro,Mexico,-0.54
"May 25, 2020",Rio De Janeiro,Brazil,-0.53
"May 25, 2020",Guarulhos,Brazil,-0.53
"May 25, 2020",Houston,United States,-0.53
"May 25, 2020",Sao Paulo,Brazil,-0.53
"May 25, 2020",Petaling Jaya,Malaysia,-0.52
"May 25, 2020",Hartford,United States,-0.52
"May 25, 2020",Mississauga,Canada,-0.51
"May 25, 2020",Dallas,United States,-0.51
"May 25, 2020",Seattle,United States,-0.51
"May 25, 2020",Denver,United States,-0.51
"May 25, 2020",Puebla City,Mexico,-0.51
"May 25, 2020",Nashville,United States,-0.5
"May 25, 2020",Brussels,Belgium,-0.5
"May 25, 2020",Puchong,Malaysia,-0.5
"May 25, 2020",Luton,United Kingdom,-0.5
"May 25, 2020",Phoenix,United States,-0.5
"May 25, 2020",Birmingham,United Kingdom,-0.5
"May 25, 2020",Tangerang,Indonesia,-0.5
"May 25, 2020",New Orleans,United States,-0.49
"May 25, 2020",San Antonio,United States,-0.49
"May 25, 2020",Ghent,Belgium,-0.49
"May 25, 2020",Antwerp,Belgium,-0.48
"May 25, 2020",Oakland,United States,-0.48
"May 25, 2020",Baltimore,United States,-0.47
"May 25, 2020",Washington,United States,-0.47
"May 25, 2020",Pittsburgh,United States,-0.46
"May 25, 2020",Portland,United States,-0.46
"May 25, 2020",San Jose,Costa Rica,-0.45
"May 25, 2020",Milan,Italy,-0.45
"May 25, 2020",Amsterdam,Netherlands,-0.45
"May 25, 2020",Fortaleza,Brazil,-0.45
"May 25, 2020",Fort Worth,United States,-0.43
"May 25, 2020",Ottawa,Canada,-0.43
"May 25, 2020",Belo Horizonte,Brazil,-0.43
"May 25, 2020",Quebec City,Canada,-0.42
"May 25, 2020",London,United Kingdom,-0.42
"May 25, 2020",Toronto,Canada,-0.42
"May 25, 2020",Philadelphia,United States,-0.42
"May 25, 2020",New York,United States,-0.42
"May 25, 2020",Montevideo,Uruguay,-0.41
"May 25, 2020",Chicago,United States,-0.41
"May 25, 2020",Montreal,Canada,-0.4
"May 25, 2020",Melbourne,Australia,-0.4
"May 25, 2020",Warsaw,Poland,-0.39
"May 25, 2020",Jersey City,United States,-0.38
"May 25, 2020",Atlanta,United States,-0.37
"May 25, 2020",Berlin,Germany,-0.37
"May 25, 2020",Charlotte,United States,-0.37
"May 25, 2020",Lille,France,-0.36
"May 25, 2020",Sydney,Australia,-0.34
"May 25, 2020",Toulouse,France,-0.34
"May 25, 2020",Calgary,Canada,-0.34
"May 25, 2020",Bekasi,Indonesia,-0.33
"May 25, 2020",Vaughan,Canada,-0.32
"May 25, 2020",Lyon,France,-0.31
"May 25, 2020",Minneapolis,United States,-0.31
"May 25, 2020",Perth,Australia,-0.31
"May 25, 2020",Bratislava,Slovakia,-0.3
"May 25, 2020",Sacramento,United States,-0.3
"May 25, 2020",Curitiba,Brazil,-0.3
"May 25, 2020",Bordeaux,France,-0.3
"May 25, 2020",Porto Alegre,Brazil,-0.3
"May 25, 2020",Gold Coast,Australia,-0.29
"May 25, 2020",Raleigh,United States,-0.27
"May 25, 2020",Cincinnati,United States,-0.25
"May 25, 2020",Bucharest,Romania,-0.24
"May 25, 2020",Kaunas,Lithuania,-0.24
"May 25, 2020",Jerusalem,Israel,-0.24
"May 25, 2020",Marseille,France,-0.24
"May 25, 2020",Budapest,Hungary,-0.23
"May 25, 2020",Brisbane,Australia,-0.21
"May 25, 2020",Paris,France,-0.2
"May 25, 2020",Hamilton,Canada,-0.17
"May 25, 2020",Petah Tikva,Israel,-0.17
"May 25, 2020",Vilnius,Lithuania,-0.14
"May 25, 2020",Stockholm,Sweden,-0.13
"May 25, 2020",Lviv,Ukraine,-0.1
"May 25, 2020",Haifa,Israel,-0.08
"May 25, 2020",Riga,Latvia,-0.07
"May 25, 2020",Tel Aviv-Yafo,Israel,-0.05
"May 25, 2020",Prague,Czechia,-0.04
"May 25, 2020",Be'er Sheva,Israel,-0.04
"May 25, 2020",Rishon Letsiyon,Israel,-0.03
"May 25, 2020",Brno,Czechia,-0.01
"May 25, 2020",Ramat Gan,Israel,-0.01
"May 25, 2020",Kyiv,Ukraine,0.2
"May 24, 2020",Lima,Peru,-0.95
"May 24, 2020",Barcelona,Spain,-0.9
"May 24, 2020",Madrid,Spain,-0.89
"May 24, 2020",Makati,Philippines,-0.84
"May 24, 2020",Manila,Philippines,-0.81
"May 24, 2020",Quito,Ecuador,-0.79
"May 24, 2020",Ipoh,Malaysia,-0.77
"May 24, 2020",Buenos Aires,Argentina,-0.77
"May 24, 2020",Quezon City,Philippines,-0.77
"May 24, 2020",Bekasi,Indonesia,-0.76
"May 24, 2020",Cali,Colombia,-0.76
"May 24, 2020",Bogota,Colombia,-0.76
"May 24, 2020",Santiago,Chile,-0.75
"May 24, 2020",Ghent,Belgium,-0.75
"May 24, 2020",Cape Town,South Africa,-0.75
"May 24, 2020",Recife,Brazil,-0.75
"May 24, 2020",Las Condes,Chile,-0.74
"May 24, 2020",Liverpool,United Kingdom,-0.72
"May 24, 2020",Jakarta,Indonesia,-0.72
"May 24, 2020",Mexico City,Mexico,-0.72
"May 24, 2020",Florianopolis,Brazil,-0.72
"May 24, 2020",Brasilia,Brazil,-0.72
"May 24, 2020",Salvador,Brazil,-0.71
"May 24, 2020",Medellin,Colombia,-0.71
"May 24, 2020",Rio De Janeiro,Brazil,-0.69
"May 24, 2020",San Jose,Costa Rica,-0.68
"May 24, 2020",Miami,United States,-0.67
"May 24, 2020",Fort Lauderdale,United States,-0.67
"May 24, 2020",Minneapolis,United States,-0.67
"May 24, 2020",Vitoria,Brazil,-0.67
"May 24, 2020",Raleigh,United States,-0.67
"May 24, 2020",Bristol,United Kingdom,-0.66
"May 24, 2020",Maipu,Chile,-0.66
"May 24, 2020",Monterrey,Mexico,-0.64
"May 24, 2020",Denver,United States,-0.64
"May 24, 2020",Fortaleza,Brazil,-0.63
"May 24, 2020",Boston,United States,-0.62
"May 24, 2020",Milan,Italy,-0.62
"May 24, 2020",Zapopan,Mexico,-0.61
"May 24, 2020",New Orleans,United States,-0.6
"May 24, 2020",Luton,United Kingdom,-0.6
"May 24, 2020",Sao Paulo,Brazil,-0.6
"May 24, 2020",Petaling Jaya,Malaysia,-0.59
"May 24, 2020",Portland,United States,-0.59
"May 24, 2020",Belo Horizonte,Brazil,-0.58
"May 24, 2020",Oakland,United States,-0.58
"May 24, 2020",Lisbon,Portugal,-0.58
"May 24, 2020",London,United Kingdom,-0.57
"May 24, 2020",Kuala Lumpur,Malaysia,-0.57
"May 24, 2020",Orlando,United States,-0.57
"May 24, 2020",Doha,Qatar,-0.56
"May 24, 2020",Santiago De Queretaro,Mexico,-0.56
"May 24, 2020",Miami Beach,United States,-0.56
"May 24, 2020",Detroit,United States,-0.56
"May 24, 2020",Chicago,United States,-0.56
"May 24, 2020",Hartford,United States,-0.56
"May 24, 2020",Singapore,Singapore,-0.55
"May 24, 2020",Los Angeles,United States,-0.55
"May 24, 2020",Pittsburgh,United States,-0.55
"May 24, 2020",Irvine,United States,-0.54
"May 24, 2020",Johor Bahru,Malaysia,-0.54
"May 24, 2020",San Francisco,United States,-0.54
"May 24, 2020",Amsterdam,Netherlands,-0.54
"May 24, 2020",Washington,United States,-0.54
"May 24, 2020",Cambridge,United States,-0.54
"May 24, 2020",New York,United States,-0.53
"May 24, 2020",South Tangerang,Indonesia,-0.53
"May 24, 2020",San Diego,United States,-0.53
"May 24, 2020",Vaughan,Canada,-0.53
"May 24, 2020",Puebla City,Mexico,-0.52
"May 24, 2020",Philadelphia,United States,-0.51
"May 24, 2020",San Antonio,United States,-0.5
"May 24, 2020",Rome,Italy,-0.5
"May 24, 2020",Sacramento,United States,-0.5
"May 24, 2020",Mississauga,Canada,-0.5
"May 24, 2020",Krakow,Poland,-0.5
"May 24, 2020",Guarulhos,Brazil,-0.49
"May 24, 2020",Austin,United States,-0.49
"May 24, 2020",Montevideo,Uruguay,-0.48
"May 24, 2020",Shah Alam,Malaysia,-0.48
"May 24, 2020",Houston,United States,-0.47
"May 24, 2020",Perth,Australia,-0.47
"May 24, 2020",Tampa,United States,-0.47
"May 24, 2020",Manchester,United Kingdom,-0.47
"May 24, 2020",San Jose,United States,-0.47
"May 24, 2020",Curitiba,Brazil,-0.46
"May 24, 2020",Seattle,United States,-0.46
"May 24, 2020",Ottawa,Canada,-0.45
"May 24, 2020",Toronto,Canada,-0.44
"May 24, 2020",Dallas,United States,-0.44
"May 24, 2020",Atlanta,United States,-0.44
"May 24, 2020",Cincinnati,United States,-0.43
"May 24, 2020",Antwerp,Belgium,-0.43
"May 24, 2020",Jersey City,United States,-0.42
"May 24, 2020",Puchong,Malaysia,-0.42
"May 24, 2020",Melbourne,Australia,-0.41
"May 24, 2020",Birmingham,United Kingdom,-0.41
"May 24, 2020",Porto Alegre,Brazil,-0.4
"May 24, 2020",Montreal,Canada,-0.4
"May 24, 2020",Charlotte,United States,-0.4
"May 24, 2020",Fort Worth,United States,-0.4
"May 24, 2020",Warsaw,Poland,-0.4
"May 24, 2020",Nashville,United States,-0.4
"May 24, 2020",Phoenix,United States,-0.39
"May 24, 2020",Kaunas,Lithuania,-0.39
"May 24, 2020",Paris,France,-0.38
"May 24, 2020",Guadalajara,Mexico,-0.38
"May 24, 2020",Tangerang,Indonesia,-0.38
"May 24, 2020",Toulouse,France,-0.36
"May 24, 2020",Brussels,Belgium,-0.36
"May 24, 2020",Calgary,Canada,-0.35
"May 24, 2020",Lille,France,-0.34
"May 24, 2020",Rotterdam,Netherlands,-0.32
"May 24, 2020",Baltimore,United States,-0.32
"May 24, 2020",Hamilton,Canada,-0.32
"May 24, 2020",Lyon,France,-0.32
"May 24, 2020",Bratislava,Slovakia,-0.32
"May 24, 2020",Marseille,France,-0.28
"May 24, 2020",Quebec City,Canada,-0.28
"May 24, 2020",Gold Coast,Australia,-0.25
"May 24, 2020",Budapest,Hungary,-0.25
"May 24, 2020",Bucharest,Romania,-0.23
"May 24, 2020",Bordeaux,France,-0.22
"May 24, 2020",Jerusalem,Israel,-0.21
"May 24, 2020",Brno,Czechia,-0.21
"May 24, 2020",Petah Tikva,Israel,-0.18
"May 24, 2020",Brisbane,Australia,-0.16
"May 24, 2020",Berlin,Germany,-0.13
"May 24, 2020",Riga,Latvia,-0.11
"May 24, 2020",Haifa,Israel,-0.1
"May 24, 2020",Sydney,Australia,-0.1
"May 24, 2020",Prague,Czechia,-0.09
"May 24, 2020",Tel Aviv-Yafo,Israel,-0.09
"May 24, 2020",Vilnius,Lithuania,-0.09
"May 24, 2020",Be'er Sheva,Israel,-0.07
"May 24, 2020",Ramat Gan,Israel,-0.05
"May 24, 2020",Rishon Letsiyon,Israel,-0.04
"May 24, 2020",Lviv,Ukraine,0.1
"May 24, 2020",Kyiv,Ukraine,0.16
"May 24, 2020",Stockholm,Sweden,0.24
"May 23, 2020",Berlin,Germany,-0.9
"May 23, 2020",Cali,Colombia,-0.87
"May 23, 2020",Manchester,United Kingdom,-0.87
"May 23, 2020",South Tangerang,Indonesia,-0.85
"May 23, 2020",Barcelona,Spain,-0.84
"May 23, 2020",Madrid,Spain,-0.83
"May 23, 2020",Ipoh,Malaysia,-0.82
"May 23, 2020",Quito,Ecuador,-0.8
"May 23, 2020",Quezon City,Philippines,-0.8
"May 23, 2020",New Orleans,United States,-0.78
"May 23, 2020",Cambridge,United States,-0.76
"May 23, 2020",Vitoria,Brazil,-0.76
"May 23, 2020",Lima,Peru,-0.76
"May 23, 2020",Lisbon,Portugal,-0.75
"May 23, 2020",Hartford,United States,-0.74
"May 23, 2020",Makati,Philippines,-0.74
"May 23, 2020",Jakarta,Indonesia,-0.74
"May 23, 2020",Medellin,Colombia,-0.74
"May 23, 2020",Recife,Brazil,-0.73
"May 23, 2020",Florianopolis,Brazil,-0.73
"May 23, 2020",Quebec City,Canada,-0.72
"May 23, 2020",Brasilia,Brazil,-0.72
"May 23, 2020",Manila,Philippines,-0.72
"May 23, 2020",Bristol,United Kingdom,-0.71
"May 23, 2020",Bogota,Colombia,-0.71
"May 23, 2020",Mexico City,Mexico,-0.71
"May 23, 2020",Tangerang,Indonesia,-0.7
"May 23, 2020",Miami Beach,United States,-0.69
"May 23, 2020",Buenos Aires,Argentina,-0.69
"May 23, 2020",Santiago,Chile,-0.68
"May 23, 2020",Miami,United States,-0.68
"May 23, 2020",Brussels,Belgium,-0.68
"May 23, 2020",Monterrey,Mexico,-0.66
"May 23, 2020",Boston,United States,-0.66
"May 23, 2020",Rio De Janeiro,Brazil,-0.64
"May 23, 2020",Cape Town,South Africa,-0.63
"May 23, 2020",Salvador,Brazil,-0.62
"May 23, 2020",San Jose,Costa Rica,-0.62
"May 23, 2020",Detroit,United States,-0.62
"May 23, 2020",Zapopan,Mexico,-0.61
"May 23, 2020",San Francisco,United States,-0.61
"May 23, 2020",Fortaleza,Brazil,-0.6
"May 23, 2020",Denver,United States,-0.6
"May 23, 2020",Philadelphia,United States,-0.59
"May 23, 2020",Seattle,United States,-0.59
"May 23, 2020",Portland,United States,-0.59
"May 23, 2020",Fort Lauderdale,United States,-0.59
"May 23, 2020",Johor Bahru,Malaysia,-0.58
"May 23, 2020",Puebla City,Mexico,-0.58
"May 23, 2020",Kuala Lumpur,Malaysia,-0.58
"May 23, 2020",Maipu,Chile,-0.58
"May 23, 2020",Luton,United Kingdom,-0.57
"May 23, 2020",Guadalajara,Mexico,-0.57
"May 23, 2020",Belo Horizonte,Brazil,-0.57
"May 23, 2020",San Jose,United States,-0.57
"May 23, 2020",Washington,United States,-0.56
"May 23, 2020",London,United Kingdom,-0.56
"May 23, 2020",Sao Paulo,Brazil,-0.56
"May 23, 2020",Los Angeles,United States,-0.56
"May 23, 2020",Vaughan,Canada,-0.56
"May 23, 2020",Birmingham,United Kingdom,-0.56
"May 23, 2020",Milan,Italy,-0.55
"May 23, 2020",Antwerp,Belgium,-0.55
"May 23, 2020",Petaling Jaya,Malaysia,-0.54
"May 23, 2020",Lyon,France,-0.54
"May 23, 2020",Santiago De Queretaro,Mexico,-0.54
"May 23, 2020",Las Condes,Chile,-0.54
"May 23, 2020",New York,United States,-0.54
"May 23, 2020",San Diego,United States,-0.53
"May 23, 2020",Chicago,United States,-0.53
"May 23, 2020",Pittsburgh,United States,-0.51
"May 23, 2020",Bekasi,Indonesia,-0.51
"May 23, 2020",Cincinnati,United States,-0.51
"May 23, 2020",Irvine,United States,-0.51
"May 23, 2020",Baltimore,United States,-0.5
"May 23, 2020",Dallas,United States,-0.5
"May 23, 2020",Houston,United States,-0.5
"May 23, 2020",Orlando,United States,-0.5
"May 23, 2020",Lille,France,-0.5
"May 23, 2020",Toronto,Canada,-0.5
"May 23, 2020",Marseille,France,-0.49
"May 23, 2020",Rotterdam,Netherlands,-0.49
"May 23, 2020",Singapore,Singapore,-0.49
"May 23, 2020",Atlanta,United States,-0.49
"May 23, 2020",Paris,France,-0.49
"May 23, 2020",Jersey City,United States,-0.48
"May 23, 2020",Rome,Italy,-0.48
"May 23, 2020",Oakland,United States,-0.48
"May 23, 2020",Ottawa,Canada,-0.48
"May 23, 2020",Liverpool,United Kingdom,-0.48
"May 23, 2020",San Antonio,United States,-0.48
"May 23, 2020",Toulouse,France,-0.48
"May 23, 2020",Austin,United States,-0.48
"May 23, 2020",Nashville,United States,-0.47
"May 23, 2020",Guarulhos,Brazil,-0.47
"May 23, 2020",Bratislava,Slovakia,-0.47
"May 23, 2020",Shah Alam,Malaysia,-0.47
"May 23, 2020",Tampa,United States,-0.47
"May 23, 2020",Bordeaux,France,-0.46
"May 23, 2020",Mississauga,Canada,-0.46
"May 23, 2020",Amsterdam,Netherlands,-0.45
"May 23, 2020",Melbourne,Australia,-0.44
"May 23, 2020",Sydney,Australia,-0.43
"May 23, 2020",Doha,Qatar,-0.43
"May 23, 2020",Montreal,Canada,-0.42
"May 23, 2020",Warsaw,Poland,-0.42
"May 23, 2020",Raleigh,United States,-0.41
"May 23, 2020",Phoenix,United States,-0.4
"May 23, 2020",Porto Alegre,Brazil,-0.4
"May 23, 2020",Minneapolis,United States,-0.39
"May 23, 2020",Fort Worth,United States,-0.39
"May 23, 2020",Puchong,Malaysia,-0.39
"May 23, 2020",Calgary,Canada,-0.39
"May 23, 2020",Ghent,Belgium,-0.38
"May 23, 2020",Charlotte,United States,-0.37
"May 23, 2020",Sacramento,United States,-0.37
"May 23, 2020",Prague,Czechia,-0.35
"May 23, 2020",Curitiba,Brazil,-0.32
"May 23, 2020",Brno,Czechia,-0.32
"May 23, 2020",Montevideo,Uruguay,-0.31
"May 23, 2020",Hamilton,Canada,-0.31
"May 23, 2020",Lviv,Ukraine,-0.31
"May 23, 2020",Budapest,Hungary,-0.3
"May 23, 2020",Haifa,Israel,-0.29
"May 23, 2020",Petah Tikva,Israel,-0.29
"May 23, 2020",Bucharest,Romania,-0.29
"May 23, 2020",Krakow,Poland,-0.28
"May 23, 2020",Be'er Sheva,Israel,-0.26
"May 23, 2020",Jerusalem,Israel,-0.25
"May 23, 2020",Perth,Australia,-0.22
"May 23, 2020",Gold Coast,Australia,-0.21
"May 23, 2020",Brisbane,Australia,-0.2
"May 23, 2020",Tel Aviv-Yafo,Israel,-0.2
"May 23, 2020",Vilnius,Lithuania,-0.18
"May 23, 2020",Rishon Letsiyon,Israel,-0.15
"May 23, 2020",Riga,Latvia,-0.14
"May 23, 2020",Kaunas,Lithuania,-0.08
"May 23, 2020",Ramat Gan,Israel,-0.03
"May 23, 2020",Kyiv,Ukraine,0.07
"May 23, 2020",Stockholm,Sweden,0.29
"May 22, 2020",Barcelona,Spain,-0.95
"May 22, 2020",Makati,Philippines,-0.81
"May 22, 2020",Ipoh,Malaysia,-0.81
"May 22, 2020",Lima,Peru,-0.79
"May 22, 2020",Madrid,Spain,-0.78
"May 22, 2020",Calgary,Canada,-0.77
"May 22, 2020",Quezon City,Philippines,-0.76
"May 22, 2020",Vitoria,Brazil,-0.75
"May 22, 2020",Manila,Philippines,-0.75
"May 22, 2020",New Orleans,United States,-0.73
"May 22, 2020",Cali,Colombia,-0.73
"May 22, 2020",Quito,Ecuador,-0.72
"May 22, 2020",Medellin,Colombia,-0.72
"May 22, 2020",Lisbon,Portugal,-0.71
"May 22, 2020",Krakow,Poland,-0.71
"May 22, 2020",Jakarta,Indonesia,-0.71
"May 22, 2020",Brasilia,Brazil,-0.7
"May 22, 2020",Brussels,Belgium,-0.7
"May 22, 2020",Mexico City,Mexico,-0.69
"May 22, 2020",Cape Town,South Africa,-0.69
"May 22, 2020",Bristol,United Kingdom,-0.69
"May 22, 2020",Bogota,Colombia,-0.67
"May 22, 2020",Miami Beach,United States,-0.67
"May 22, 2020",Monterrey,Mexico,-0.66
"May 22, 2020",Recife,Brazil,-0.66
"May 22, 2020",Maipu,Chile,-0.65
"May 22, 2020",Las Condes,Chile,-0.65
"May 22, 2020",Fort Lauderdale,United States,-0.65
"May 22, 2020",Tangerang,Indonesia,-0.63
"May 22, 2020",Quebec City,Canada,-0.62
"May 22, 2020",Florianopolis,Brazil,-0.62
"May 22, 2020",Sacramento,United States,-0.62
"May 22, 2020",Lyon,France,-0.62
"May 22, 2020",Miami,United States,-0.62
"May 22, 2020",Denver,United States,-0.62
"May 22, 2020",Boston,United States,-0.61
"May 22, 2020",Fortaleza,Brazil,-0.61
"May 22, 2020",Pittsburgh,United States,-0.61
"May 22, 2020",Zapopan,Mexico,-0.61
"May 22, 2020",Rome,Italy,-0.6
"May 22, 2020",San Francisco,United States,-0.6
"May 22, 2020",Santiago,Chile,-0.6
"May 22, 2020",Mississauga,Canada,-0.6
"May 22, 2020",Rio De Janeiro,Brazil,-0.6
"May 22, 2020",Puebla City,Mexico,-0.6
"May 22, 2020",Irvine,United States,-0.59
"May 22, 2020",Santiago De Queretaro,Mexico,-0.59
"May 22, 2020",Lille,France,-0.59
"May 22, 2020",Antwerp,Belgium,-0.58
"May 22, 2020",Salvador,Brazil,-0.57
"May 22, 2020",Hartford,United States,-0.57
"May 22, 2020",Birmingham,United Kingdom,-0.57
"May 22, 2020",Guadalajara,Mexico,-0.57
"May 22, 2020",Los Angeles,United States,-0.57
"May 22, 2020",San Diego,United States,-0.57
"May 22, 2020",Vaughan,Canada,-0.56
"May 22, 2020",Chicago,United States,-0.56
"May 22, 2020",Seattle,United States,-0.56
"May 22, 2020",Buenos Aires,Argentina,-0.56
"May 22, 2020",Amsterdam,Netherlands,-0.55
"May 22, 2020",Ghent,Belgium,-0.55
"May 22, 2020",San Jose,United States,-0.54
"May 22, 2020",Cincinnati,United States,-0.54
